CST,Max_TemperatureF,Mean_TemperatureF,Min_TemperatureF,Max_Dew_PointF,MeanDew_PointF,Min_DewpointF,Max_Humidity,Mean_Humidity,Min_Humidity,Max_Sea_Level_PressureIn,Mean_Sea_Level_PressureIn,Min_Sea_Level_PressureIn,Max_VisibilityMiles,Mean_VisibilityMiles,Min_VisibilityMiles,Max_Wind_SpeedMPH,Mean_Wind_SpeedMPH,Max_Gust_SpeedMPH,PrecipitationIn,CloudCover,Events,WindDirDegrees,month,day,year,month_day,dow,week,date,city,Max_TemperatureC,Mean_TemperatureC,Min_TemperatureC,Max_Dew_PointC,MeanDew_PointC,Min_DewpointC
2011-7-16,94,82,70,80,73,67,94,72,49,29.87,29.84,29.82,10,10,5,15,8,20,0.00,0,,150,7,16,2011,07-16,6,28,2011-07-16,Chicago,34.4444444444445,27.7777777777778,21.1111111111111,26.6666666666667,22.7777777777778,19.4444444444445
2011-7-17,95,84,72,76,72,68,87,68,49,30,29.95,29.88,10,10,10,17,8,23,0.00,0,,177,7,17,2011,07-17,7,29,2011-07-17,Chicago,35,28.8888888888889,22.2222222222222,24.4444444444445,22.2222222222222,20
2011-7-18,97,84,70,76,71,67,91,68,45,30.02,29.97,29.92,10,10,8,16,6,21,0.00,0,,174,7,18,2011,07-18,1,29,2011-07-18,Chicago,36.1111111111111,28.8888888888889,21.1111111111111,24.4444444444445,21.6666666666667,19.4444444444445
2011-7-19,96,85,74,74,69,66,85,64,42,29.93,29.84,29.73,10,10,10,22,10,29,0.00,0,,171,7,19,2011,07-19,2,29,2011-07-19,Chicago,35.5555555555555,29.4444444444445,23.3333333333333,23.3333333333333,20.5555555555555,18.8888888888889
2011-7-20,97,83,69,70,66,63,79,57,35,29.81,29.75,29.72,10,10,10,15,5,20,0.00,0,,218,7,20,2011,07-20,3,29,2011-07-20,Chicago,36.1111111111111,28.3333333333333,20.5555555555555,21.1111111111111,18.8888888888889,17.2222222222222
2011-7-21,86,78,70,73,67,64,93,76,58,29.87,29.82,29.75,10,10,10,20,7,25,0.00,2,Thunderstorm,119,7,21,2011,07-21,4,29,2011-07-21,Chicago,30,25.5555555555555,21.1111111111111,22.7777777777778,19.4444444444445,17.7777777777778
2011-7-22,92,79,66,75,70,64,94,69,44,29.84,29.78,29.73,10,10,10,17,7,23,0.00,0,,168,7,22,2011,07-22,5,29,2011-07-22,Chicago,33.3333333333333,26.1111111111111,18.8888888888889,23.8888888888889,21.1111111111111,17.7777777777778
2011-7-23,97,83,69,75,71,66,94,68,42,30,29.83,29.74,10,10,8,18,5,24,0.00,0,,280,7,23,2011,07-23,6,29,2011-07-23,Chicago,36.1111111111111,28.3333333333333,20.5555555555555,23.8888888888889,21.6666666666667,18.8888888888889
2011-7-24,89,81,72,77,72,68,94,75,56,30.13,30.04,29.96,10,9,3,20,8,25,0.16,5,Rain-Thunderstorm,60,7,24,2011,07-24,7,30,2011-07-24,Chicago,31.6666666666667,27.2222222222222,22.2222222222222,25,22.2222222222222,20
2011-7-25,93,82,70,74,71,69,100,75,49,30.09,29.99,29.86,10,7,2,14,5,17,0.00,2,,176,7,25,2011,07-25,1,30,2011-07-25,Chicago,33.8888888888889,27.7777777777778,21.1111111111111,23.3333333333333,21.6666666666667,20.5555555555555
2011-7-26,93,81,68,73,68,61,100,75,49,29.97,29.79,29.65,10,10,5,31,11,40,0.04,1,Rain,173,7,26,2011,07-26,2,30,2011-07-26,Chicago,33.8888888888889,27.2222222222222,20,22.7777777777778,20,16.1111111111111
2011-7-27,90,79,68,74,69,66,97,74,50,29.81,29.74,29.63,10,10,10,22,2,40,0.22,2,Rain-Thunderstorm,124,7,27,2011,07-27,3,30,2011-07-27,Chicago,32.2222222222222,26.1111111111111,20,23.3333333333333,20.5555555555555,18.8888888888889
2011-7-28,89,78,67,70,66,63,93,68,43,30.03,29.95,29.82,10,10,7,17,5,23,0.00,3,,24,7,28,2011,07-28,4,30,2011-07-28,Chicago,31.6666666666667,25.5555555555555,19.4444444444445,21.1111111111111,18.8888888888889,17.2222222222222
2011-7-29,88,78,68,72,69,66,97,77,57,30.09,30.04,29.99,10,9,6,16,5,23,0.00,2,Thunderstorm,145,7,29,2011,07-29,5,30,2011-07-29,Chicago,31.1111111111111,25.5555555555555,20,22.2222222222222,20.5555555555555,18.8888888888889
2011-7-30,90,76,62,73,67,61,100,76,52,30.07,30.04,29.98,10,6,0,15,5,22,0.00,0,Fog,170,7,30,2011,07-30,6,30,2011-07-30,Chicago,32.2222222222222,24.4444444444445,16.6666666666667,22.7777777777778,19.4444444444445,16.1111111111111
2011-7-31,95,82,68,78,71,68,100,76,52,30.1,30.05,29.94,10,4,0,17,7,22,0.00,2,Fog,137,7,31,2011,07-31,7,31,2011-07-31,Chicago,35,27.7777777777778,20,25.5555555555555,21.6666666666667,20
2011-8-1,100,88,75,76,71,66,94,65,35,30,29.84,29.73,10,9,5,24,10,31,0.00,0,,163,8,1,2011,08-01,1,31,2011-08-01,Chicago,37.7777777777778,31.1111111111111,23.8888888888889,24.4444444444445,21.6666666666667,18.8888888888889
2011-8-2,91,81,70,72,67,62,87,64,41,29.96,29.87,29.71,10,10,10,22,9,26,0.00,1,,340,8,2,2011,08-02,2,31,2011-08-02,Chicago,32.7777777777778,27.2222222222222,21.1111111111111,22.2222222222222,19.4444444444445,16.6666666666667
2011-8-3,86,73,60,66,62,57,97,67,37,30.05,29.98,29.91,10,10,8,12,4,15,0.00,0,,75,8,3,2011,08-03,3,31,2011-08-03,Chicago,30,22.7777777777778,15.5555555555555,18.8888888888889,16.6666666666667,13.8888888888889
2011-8-4,90,78,65,70,66,63,93,67,41,29.96,29.9,29.87,10,10,10,9,3,13,0.00,1,,111,8,4,2011,08-04,4,31,2011-08-04,Chicago,32.2222222222222,25.5555555555555,18.3333333333333,21.1111111111111,18.8888888888889,17.2222222222222
2011-8-5,88,79,69,71,69,65,93,72,50,29.95,29.89,29.84,10,9,5,13,3,16,0.06,2,Rain,119,8,5,2011,08-05,5,31,2011-08-05,Chicago,31.1111111111111,26.1111111111111,20.5555555555555,21.6666666666667,20.5555555555555,18.3333333333333
2011-8-6,91,78,64,72,68,62,100,76,52,29.94,29.87,29.79,10,7,0,17,6,23,0.00,5,Fog,107,8,6,2011,08-06,6,31,2011-08-06,Chicago,32.7777777777778,25.5555555555555,17.7777777777778,22.2222222222222,20,16.6666666666667
2011-8-7,90,75,60,71,65,57,93,67,41,29.93,29.84,29.72,10,10,10,37,7,51,T,1,Rain,111,8,7,2011,08-07,7,32,2011-08-07,Chicago,32.2222222222222,23.8888888888889,15.5555555555555,21.6666666666667,18.3333333333333,13.8888888888889
2011-8-8,89,74,59,65,59,55,97,66,34,29.88,29.82,29.74,10,10,7,23,6,30,0.16,2,Rain-Thunderstorm,306,8,8,2011,08-08,1,32,2011-08-08,Chicago,31.6666666666667,23.3333333333333,15,18.3333333333333,15,12.7777777777778
2011-8-9,82,69,56,62,57,52,97,66,34,30.04,29.91,29.86,10,10,4,20,5,24,0.15,1,Rain,359,8,9,2011,08-09,2,32,2011-08-09,Chicago,27.7777777777778,20.5555555555555,13.3333333333333,16.6666666666667,13.8888888888889,11.1111111111111
2011-8-10,77,67,57,63,58,54,97,72,46,30,29.95,29.87,10,10,10,13,4,21,0.02,2,Rain,150,8,10,2011,08-10,3,32,2011-08-10,Chicago,25,19.4444444444445,13.8888888888889,17.2222222222222,14.4444444444445,12.2222222222222
2011-8-11,84,71,57,66,62,56,100,74,48,29.97,29.91,29.79,10,9,2,36,10,54,0.64,2,Rain-Thunderstorm,157,8,11,2011,08-11,4,32,2011-08-11,Chicago,28.8888888888889,21.6666666666667,13.8888888888889,18.8888888888889,16.6666666666667,13.3333333333333
2011-8-12,84,72,60,65,60,57,87,66,44,30.04,29.92,29.78,10,8,1,28,6,39,0.65,4,Rain-Thunderstorm,166,8,12,2011,08-12,5,32,2011-08-12,Chicago,28.8888888888889,22.2222222222222,15.5555555555555,18.3333333333333,15.5555555555555,13.8888888888889
2011-8-13,82,70,57,61,59,56,93,69,45,30.13,30.08,29.99,10,10,10,15,5,21,0.00,1,,342,8,13,2011,08-13,6,32,2011-08-13,Chicago,27.7777777777778,21.1111111111111,13.8888888888889,16.1111111111111,15,13.3333333333333
2011-8-14,83,68,53,65,58,52,100,76,51,30.13,30.07,29.92,10,6,1,21,8,28,0.24,3,Rain-Thunderstorm,140,8,14,2011,08-14,7,33,2011-08-14,Chicago,28.3333333333333,20,11.6666666666667,18.3333333333333,14.4444444444445,11.1111111111111
2011-8-15,79,72,65,66,64,62,93,77,60,29.99,29.88,29.81,10,10,8,21,11,30,0.02,5,Rain,145,8,15,2011,08-15,1,33,2011-08-15,Chicago,26.1111111111111,22.2222222222222,18.3333333333333,18.8888888888889,17.7777777777778,16.6666666666667
2011-8-16,83,74,65,70,66,63,93,78,62,30.09,29.91,29.79,10,9,4,15,6,21,0.00,5,,11,8,16,2011,08-16,2,33,2011-08-16,Chicago,28.3333333333333,23.3333333333333,18.3333333333333,21.1111111111111,18.8888888888889,17.2222222222222
2011-8-17,83,71,58,68,62,57,100,74,47,30.17,30.08,29.96,10,10,10,17,7,22,0.00,0,,134,8,17,2011,08-17,3,33,2011-08-17,Chicago,28.3333333333333,21.6666666666667,14.4444444444445,20,16.6666666666667,13.8888888888889
2011-8-18,91,78,65,74,68,64,100,76,52,30.03,29.9,29.7,10,6,1,21,8,25,0.00,2,,146,8,18,2011,08-18,4,33,2011-08-18,Chicago,32.7777777777778,25.5555555555555,18.3333333333333,23.3333333333333,20,17.7777777777778
2011-8-19,81,70,59,68,64,59,97,80,62,30.03,29.91,29.86,10,10,10,16,6,20,T,2,Rain-Thunderstorm,85,8,19,2011,08-19,5,33,2011-08-19,Chicago,27.2222222222222,21.1111111111111,15,20,17.7777777777778,15
2011-8-20,78,69,59,64,60,55,100,82,64,30.06,30.01,29.97,10,10,8,12,4,31,0.00,6,,32,8,20,2011,08-20,6,33,2011-08-20,Chicago,25.5555555555555,20.5555555555555,15,17.7777777777778,15.5555555555555,12.7777777777778
2011-8-21,85,72,59,72,64,57,100,81,61,30.15,30.05,29.94,10,6,0,15,7,26,0.24,5,Fog-Rain-Thunderstorm,133,8,21,2011,08-21,7,34,2011-08-21,Chicago,29.4444444444445,22.2222222222222,15,22.2222222222222,17.7777777777778,13.8888888888889
2011-8-22,91,80,69,73,70,67,100,76,52,30.01,29.91,29.81,10,9,4,21,9,25,0.00,2,,164,8,22,2011,08-22,1,34,2011-08-22,Chicago,32.7777777777778,26.6666666666667,20.5555555555555,22.7777777777778,21.1111111111111,19.4444444444445
2011-8-23,100,81,62,79,70,62,93,68,43,29.81,29.75,29.69,10,9,3,16,5,22,0.00,0,,140,8,23,2011,08-23,2,34,2011-08-23,Chicago,37.7777777777778,27.2222222222222,16.6666666666667,26.1111111111111,21.1111111111111,16.6666666666667
2011-8-24,88,74,59,72,65,57,100,69,37,30.05,29.9,29.77,10,6,0,15,7,23,0.00,1,Fog,341,8,24,2011,08-24,3,34,2011-08-24,Chicago,31.1111111111111,23.3333333333333,15,22.2222222222222,18.3333333333333,13.8888888888889
2011-8-25,86,70,54,62,58,54,93,65,37,30.1,30.03,29.94,10,10,10,22,8,28,0.01,0,,168,8,25,2011,08-25,4,34,2011-08-25,Chicago,30,21.1111111111111,12.2222222222222,16.6666666666667,14.4444444444445,12.2222222222222
2011-8-26,91,77,62,67,61,57,93,66,38,30.07,29.99,29.91,10,10,9,30,5,39,0.05,1,Rain-Thunderstorm,107,8,26,2011,08-26,5,34,2011-08-26,Chicago,32.7777777777778,25,16.6666666666667,19.4444444444445,16.1111111111111,13.8888888888889
2011-8-27,84,71,58,69,64,57,100,78,55,30.12,30.06,29.96,10,6,0,14,5,18,0.00,2,Fog,105,8,27,2011,08-27,6,34,2011-08-27,Chicago,28.8888888888889,21.6666666666667,14.4444444444445,20.5555555555555,17.7777777777778,13.8888888888889
2011-8-28,84,74,63,68,64,60,100,76,51,30.05,29.93,29.86,10,10,3,25,7,35,0.16,3,Rain-Thunderstorm,99,8,28,2011,08-28,7,35,2011-08-28,Chicago,28.8888888888889,23.3333333333333,17.2222222222222,20,17.7777777777778,15.5555555555555
2011-8-29,74,66,58,65,62,58,100,82,64,30.07,30.01,29.87,10,5,0,13,4,17,0.03,5,Fog-Rain,97,8,29,2011,08-29,1,35,2011-08-29,Chicago,23.3333333333333,18.8888888888889,14.4444444444445,18.3333333333333,16.6666666666667,14.4444444444445
2011-8-30,83,74,64,68,65,62,93,76,58,29.89,29.84,29.75,10,10,6,12,4,15,0.03,6,Rain-Thunderstorm,166,8,30,2011,08-30,2,35,2011-08-30,Chicago,28.3333333333333,23.3333333333333,17.7777777777778,20,18.3333333333333,16.6666666666667
2011-8-31,92,77,62,72,67,61,100,75,49,29.89,29.84,29.76,10,4,0,18,7,25,0.00,2,Fog,139,8,31,2011,08-31,3,35,2011-08-31,Chicago,33.3333333333333,25,16.6666666666667,22.2222222222222,19.4444444444445,16.1111111111111
2011-9-1,97,81,65,72,67,64,100,68,35,29.81,29.75,29.71,10,7,0,14,5,17,0.00,0,Fog-Thunderstorm,50,9,1,2011,09-01,4,35,2011-09-01,Chicago,36.1111111111111,27.2222222222222,18.3333333333333,22.2222222222222,19.4444444444445,17.7777777777778
2011-9-2,74,69,64,70,65,63,100,92,84,29.98,29.9,29.81,10,8,1,20,6,26,0.31,6,Rain-Thunderstorm,20,9,2,2011,09-02,5,35,2011-09-02,Chicago,23.3333333333333,20.5555555555555,17.7777777777778,21.1111111111111,18.3333333333333,17.2222222222222
2011-9-3,72,61,50,65,58,45,100,69,38,30.23,29.99,29.86,10,5,0,26,11,35,0.03,6,Fog-Rain,347,9,3,2011,09-03,6,35,2011-09-03,Chicago,22.2222222222222,16.1111111111111,10,18.3333333333333,14.4444444444445,7.22222222222223
2011-9-4,72,58,44,50,44,37,93,61,29,30.3,30.25,30.22,10,10,10,20,7,25,0.00,0,,341,9,4,2011,09-04,7,36,2011-09-04,Chicago,22.2222222222222,14.4444444444445,6.66666666666669,10,6.66666666666669,2.77777777777777
2011-9-5,74,56,38,49,44,37,100,68,35,30.27,30.17,30.07,10,10,10,16,7,21,0.00,0,,161,9,5,2011,09-05,1,36,2011-09-05,Chicago,23.3333333333333,13.3333333333333,3.33333333333331,9.44444444444446,6.66666666666669,2.77777777777777
2011-9-6,78,62,45,53,47,44,100,67,33,30.18,30.13,30.09,10,10,10,20,7,25,0.00,0,,169,9,6,2011,09-06,2,36,2011-09-06,Chicago,25.5555555555555,16.6666666666667,7.22222222222223,11.6666666666667,8.33333333333331,6.66666666666669
2011-9-7,88,68,47,58,51,46,93,59,25,30.28,30.21,30.17,10,10,7,15,3,18,0.00,0,,40,9,7,2011,09-07,3,36,2011-09-07,Chicago,31.1111111111111,20,8.33333333333331,14.4444444444445,10.5555555555555,7.77777777777777
2011-9-8,79,62,45,55,50,44,100,68,35,30.36,30.29,30.22,10,10,7,12,2,16,0.00,0,,30,9,8,2011,09-08,4,36,2011-09-08,Chicago,26.1111111111111,16.6666666666667,7.22222222222223,12.7777777777778,10,6.66666666666669
2011-9-9,79,63,47,55,51,47,100,70,39,30.23,30.17,30.09,10,10,10,10,5,15,0.00,1,,349,9,9,2011,09-09,5,36,2011-09-09,Chicago,26.1111111111111,17.2222222222222,8.33333333333331,12.7777777777778,10.5555555555555,8.33333333333331
2011-9-10,84,68,52,59,55,51,93,65,37,30.15,30.1,30.06,10,10,10,14,5,23,0.00,1,,357,9,10,2011,09-10,6,36,2011-09-10,Chicago,28.8888888888889,20,11.1111111111111,15,12.7777777777778,10.5555555555555
2011-9-11,86,67,48,59,52,46,100,65,30,30.14,30.07,29.98,10,9,2,13,5,18,0.00,0,,179,9,11,2011,09-11,7,37,2011-09-11,Chicago,30,19.4444444444445,8.88888888888891,15,11.1111111111111,7.77777777777777
2011-9-12,93,75,57,60,52,48,77,51,25,30.01,29.92,29.84,10,10,10,13,6,16,0.00,0,,158,9,12,2011,09-12,1,37,2011-09-12,Chicago,33.8888888888889,23.8888888888889,13.8888888888889,15.5555555555555,11.1111111111111,8.88888888888891
2011-9-13,72,62,51,54,49,46,89,67,44,30.14,30.09,30.01,10,10,10,12,3,16,0.00,0,,13,9,13,2011,09-13,2,37,2011-09-13,Chicago,22.2222222222222,16.6666666666667,10.5555555555555,12.2222222222222,9.44444444444446,7.77777777777777
2011-9-14,58,50,42,54,42,32,89,67,45,30.4,30.3,30.15,10,10,7,18,7,24,0.03,8,Rain,25,9,14,2011,09-14,3,37,2011-09-14,Chicago,14.4444444444445,10,5.55555555555554,12.2222222222222,5.55555555555554,0
2011-9-15,47,45,42,41,37,31,89,74,58,30.44,30.34,30.22,10,10,7,14,7,26,0.38,7,Rain,148,9,15,2011,09-15,4,37,2011-09-15,Chicago,8.33333333333331,7.22222222222223,5.55555555555554,5,2.77777777777777,-0.555555555555543
2011-9-16,50,47,43,48,42,39,100,90,80,30.23,30.14,30.06,10,9,4,15,10,18,0.00,8,,149,9,16,2011,09-16,5,37,2011-09-16,Chicago,10,8.33333333333331,6.11111111111109,8.88888888888891,5.55555555555554,3.88888888888891
2011-9-17,56,53,50,55,52,48,100,93,86,30.09,30,29.94,10,4,1,14,8,18,0.01,8,,145,9,17,2011,09-17,6,37,2011-09-17,Chicago,13.3333333333333,11.6666666666667,10,12.7777777777778,11.1111111111111,8.88888888888891
2011-9-18,77,61,45,56,52,39,100,63,26,30.08,30,29.95,10,5,0,21,6,26,0.01,3,Fog,321,9,18,2011,09-18,7,38,2011-09-18,Chicago,25,16.1111111111111,7.22222222222223,13.3333333333333,11.1111111111111,3.88888888888891
2011-9-19,83,61,39,53,45,37,100,62,24,30.16,30.02,29.82,10,10,10,17,7,23,0.00,0,,204,9,19,2011,09-19,1,38,2011-09-19,Chicago,28.3333333333333,16.1111111111111,3.88888888888891,11.6666666666667,7.22222222222223,2.77777777777777
2011-9-20,71,59,46,48,41,32,76,51,25,30.14,29.97,29.77,10,10,10,29,14,41,0.00,0,,307,9,20,2011,09-20,2,38,2011-09-20,Chicago,21.6666666666667,15,7.77777777777777,8.88888888888891,5,0
2011-9-21,68,53,37,43,39,36,93,64,34,30.22,30.17,30.13,10,10,10,24,11,32,0.00,0,,300,9,21,2011,09-21,3,38,2011-09-21,Chicago,20,11.6666666666667,2.77777777777777,6.11111111111109,3.88888888888891,2.22222222222223
2011-9-22,69,51,33,44,39,33,100,68,35,30.22,30.17,30.09,10,10,10,9,3,13,0.00,0,,49,9,22,2011,09-22,4,38,2011-09-22,Chicago,20.5555555555555,10.5555555555555,0.555555555555543,6.66666666666669,3.88888888888891,0.555555555555543
2011-9-23,74,53,32,48,40,31,100,67,33,30.2,30.09,29.97,10,10,10,12,4,17,0.00,0,,189,9,23,2011,09-23,5,38,2011-09-23,Chicago,23.3333333333333,11.6666666666667,0,8.88888888888891,4.44444444444446,-0.555555555555543
2011-9-24,72,55,38,48,43,37,93,66,38,29.97,29.93,29.89,10,10,10,13,3,16,0.00,0,,123,9,24,2011,09-24,6,38,2011-09-24,Chicago,22.2222222222222,12.7777777777778,3.33333333333331,8.88888888888891,6.11111111111109,2.77777777777777
2011-9-25,72,53,34,45,40,34,100,68,35,29.99,29.93,29.85,10,8,1,14,4,21,0.00,1,,145,9,25,2011,09-25,7,39,2011-09-25,Chicago,22.2222222222222,11.6666666666667,1.11111111111109,7.22222222222223,4.44444444444446,1.11111111111109
2011-9-26,75,55,34,46,40,33,100,67,33,29.99,29.95,29.89,10,10,10,8,2,12,0.00,0,,27,9,26,2011,09-26,1,39,2011-09-26,Chicago,23.8888888888889,12.7777777777778,1.11111111111109,7.77777777777777,4.44444444444446,0.555555555555543
2011-9-27,82,60,37,51,42,35,92,58,23,30.09,30,29.93,10,10,7,9,2,16,0.00,0,,309,9,27,2011,09-27,2,39,2011-09-27,Chicago,27.7777777777778,15.5555555555555,2.77777777777777,10.5555555555555,5.55555555555554,1.66666666666669
2011-9-28,90,65,40,56,44,39,93,56,18,29.94,29.91,29.86,10,10,10,16,3,22,0.00,0,,334,9,28,2011,09-28,3,39,2011-09-28,Chicago,32.2222222222222,18.3333333333333,4.44444444444446,13.3333333333333,6.66666666666669,3.88888888888891
2011-9-29,71,56,40,47,36,28,76,48,20,30.34,30.19,29.94,10,10,10,32,14,39,0.00,0,,334,9,29,2011,09-29,4,39,2011-09-29,Chicago,21.6666666666667,13.3333333333333,4.44444444444446,8.33333333333331,2.22222222222223,-2.22222222222223
2011-9-30,72,52,31,39,33,29,92,56,20,30.38,30.28,30.17,10,10,10,12,4,20,0.00,0,,226,9,30,2011,09-30,5,39,2011-09-30,Chicago,22.2222222222222,11.1111111111111,-0.555555555555543,3.88888888888891,0.555555555555543,-1.66666666666669
2011-10-1,78,57,36,39,37,33,85,53,21,30.25,30.18,30.12,10,10,10,22,8,28,0.00,0,,165,10,1,2011,10-01,6,39,2011-10-01,Chicago,25.5555555555555,13.8888888888889,2.22222222222223,3.88888888888891,2.77777777777777,0.555555555555543
2011-10-2,82,59,36,40,37,33,85,53,20,30.18,30.11,30.04,10,10,10,22,9,29,0.00,0,,152,10,2,2011,10-02,7,40,2011-10-02,Chicago,27.7777777777778,15,2.22222222222223,4.44444444444446,2.77777777777777,0.555555555555543
2011-10-3,82,61,39,45,42,36,86,56,26,30.11,30.06,30.02,10,10,10,18,5,24,0.00,0,,136,10,3,2011,10-03,1,40,2011-10-03,Chicago,27.7777777777778,16.1111111111111,3.88888888888891,7.22222222222223,5.55555555555554,2.22222222222223
2011-10-4,91,69,47,47,43,36,86,50,14,30.04,29.98,29.9,10,10,7,28,10,38,0.00,0,,160,10,4,2011,10-04,2,40,2011-10-04,Chicago,32.7777777777778,20.5555555555555,8.33333333333331,8.33333333333331,6.11111111111109,2.22222222222223
2011-10-5,83,67,50,45,40,36,71,46,20,29.98,29.9,29.81,10,10,10,30,15,43,0.00,0,,159,10,5,2011,10-05,3,40,2011-10-05,Chicago,28.3333333333333,19.4444444444445,10,7.22222222222223,4.44444444444446,2.22222222222223
2011-10-6,80,68,56,56,50,43,78,58,38,29.83,29.72,29.6,10,10,4,38,22,53,0.06,3,Rain,157,10,6,2011,10-06,4,40,2011-10-06,Chicago,26.6666666666667,20,13.3333333333333,13.3333333333333,10,6.11111111111109
2011-10-7,81,71,61,64,57,46,90,60,30,29.88,29.78,29.65,10,10,8,33,16,47,0.25,5,Rain-Thunderstorm,176,10,7,2011,10-07,5,40,2011-10-07,Chicago,27.2222222222222,21.6666666666667,16.1111111111111,17.7777777777778,13.8888888888889,7.77777777777777
2011-10-8,67,63,59,61,59,56,97,88,78,30.07,29.96,29.84,10,8,5,23,6,32,0.89,8,Rain-Thunderstorm,151,10,8,2011,10-08,6,40,2011-10-08,Chicago,19.4444444444445,17.2222222222222,15,16.1111111111111,15,13.3333333333333
2011-10-9,61,57,52,59,56,51,100,95,90,30.09,30.03,29.95,10,7,1,18,6,24,1.28,8,Rain,152,10,9,2011,10-09,7,41,2011-10-09,Chicago,16.1111111111111,13.8888888888889,11.1111111111111,15,13.3333333333333,10.5555555555555
2011-10-10,70,60,50,52,48,46,100,72,44,30.02,29.97,29.88,10,10,10,21,9,30,0.00,4,,196,10,10,2011,10-10,1,41,2011-10-10,Chicago,21.1111111111111,15.5555555555555,10,11.1111111111111,8.88888888888891,7.77777777777777
2011-10-11,62,54,45,54,49,45,100,86,72,29.88,29.8,29.73,10,7,0,14,5,16,0.00,4,Fog,173,10,11,2011,10-11,2,41,2011-10-11,Chicago,16.6666666666667,12.2222222222222,7.22222222222223,12.2222222222222,9.44444444444446,7.22222222222223
2011-10-12,67,55,42,47,43,37,100,72,43,29.93,29.78,29.7,10,5,0,26,11,37,0.00,2,Fog,311,10,12,2011,10-12,3,41,2011-10-12,Chicago,19.4444444444445,12.7777777777778,5.55555555555554,8.33333333333331,6.11111111111109,2.77777777777777
2011-10-13,70,53,35,38,35,32,85,55,25,29.97,29.91,29.84,10,10,10,21,9,26,0.00,0,,312,10,13,2011,10-13,4,41,2011-10-13,Chicago,21.1111111111111,11.6666666666667,1.66666666666669,3.33333333333331,1.66666666666669,0
2011-10-14,61,48,34,36,32,25,82,55,28,30.11,30.04,29.94,10,10,10,24,9,31,0.00,2,,310,10,14,2011,10-14,5,41,2011-10-14,Chicago,16.1111111111111,8.88888888888891,1.11111111111109,2.22222222222223,0,-3.88888888888891
2011-10-15,77,54,30,46,37,28,92,61,29,30.09,29.91,29.7,10,10,10,21,7,26,0.00,0,,212,10,15,2011,10-15,6,41,2011-10-15,Chicago,25,12.2222222222222,-1.11111111111109,7.77777777777777,2.77777777777777,-2.22222222222223
2011-10-16,60,47,34,39,35,31,89,61,33,30.13,30.05,29.81,10,10,10,18,8,25,0.00,0,,339,10,16,2011,10-16,7,42,2011-10-16,Chicago,15.5555555555555,8.33333333333331,1.11111111111109,3.88888888888891,1.66666666666669,-0.555555555555543
2011-10-17,47,42,37,43,39,34,92,86,79,30.16,30.09,30.01,10,10,8,20,6,24,0.34,7,Rain,330,10,17,2011,10-17,1,42,2011-10-17,Chicago,8.33333333333331,5.55555555555554,2.77777777777777,6.11111111111109,3.88888888888891,1.11111111111109
2011-10-18,54,45,35,35,30,27,92,65,38,30.25,30.19,30.12,10,10,10,28,12,36,0.00,1,,330,10,18,2011,10-18,2,42,2011-10-18,Chicago,12.2222222222222,7.22222222222223,1.66666666666669,1.66666666666669,-1.11111111111109,-2.77777777777777
2011-10-19,51,39,26,33,27,21,92,65,38,30.23,30.17,30.1,10,10,10,21,7,26,0.00,1,,343,10,19,2011,10-19,3,42,2011-10-19,Chicago,10.5555555555555,3.88888888888891,-3.33333333333331,0.555555555555543,-2.77777777777777,-6.11111111111109
2011-10-20,54,37,20,31,26,18,92,67,41,30.17,30.1,30.01,10,10,10,9,2,12,0.00,0,,205,10,20,2011,10-20,4,42,2011-10-20,Chicago,12.2222222222222,2.77777777777777,-6.66666666666669,-0.555555555555543,-3.33333333333331,-7.77777777777777
2011-10-21,74,51,27,41,35,26,92,59,25,30.13,30.08,30.02,10,10,10,13,3,24,0.00,0,,352,10,21,2011,10-21,5,42,2011-10-21,Chicago,23.3333333333333,10.5555555555555,-2.77777777777777,5,1.66666666666669,-3.33333333333331
2011-10-22,61,50,38,47,41,37,92,72,51,30.13,30.09,30.03,10,10,10,12,3,16,0.00,2,,160,10,22,2011,10-22,6,42,2011-10-22,Chicago,16.1111111111111,10,3.33333333333331,8.33333333333331,5,2.77777777777777
2011-10-23,73,53,32,45,36,31,100,63,25,30.07,29.99,29.95,10,6,0,22,5,25,0.00,1,Fog,312,10,23,2011,10-23,7,43,2011-10-23,Chicago,22.7777777777778,11.6666666666667,0,7.22222222222223,2.22222222222223,-0.555555555555543
2011-10-24,73,54,35,43,37,33,92,62,31,30.1,29.95,29.74,10,10,10,15,4,20,0.00,0,,189,10,24,2011,10-24,1,43,2011-10-24,Chicago,22.7777777777778,12.2222222222222,1.66666666666669,6.11111111111109,2.77777777777777,0.555555555555543
2011-10-25,58,47,36,41,38,35,100,76,51,30.15,29.89,29.67,10,10,10,29,13,36,T,0,Rain,339,10,25,2011,10-25,2,43,2011-10-25,Chicago,14.4444444444445,8.33333333333331,2.22222222222223,5,3.33333333333331,1.66666666666669
